track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,Hit_or_Flop,Era,id
Little Darlin',Sheila,spotify:track:3t7iwbVkBY3vT8zhfOFdDD,0.585,0.732,9,-8.662,1,0.0414,0.352,0.00332,0.309,0.433,127.828,237066,4,43.99875,10,1,80s,20417
I'll Catch You,The Get Up Kids,spotify:track:24yIP4eCVI2Hvmy8UYzk0D,0.433,0.369,9,-9.909,1,0.0267,0.595,0.029,0.122,0.0984,139.56,260200,3,24.12114,13,0,90s,27405
Cry,Ronnie Dove,spotify:track:30bxwrpUzdHZYMslOnmA2n,0.256,0.355,11,-12.827,1,0.0434,0.802,0.000187,0.254,0.372,72.275,179920,4,35.80117,9,1,60s,219
Top Of The World,Trevor Jones,spotify:track:0WbbtKCQA9YrIRoHzRoa3t,0.169,0.173,2,-15.978,0,0.0382,0.0192,0.89,0.121,0.0495,126.997,165667,3,31.16431,12,0,90s,24678
All I Want,Toad The Wet Sprocket,spotify:track:2GHYJ0dhVds3PODKnTdiGE,0.6,0.811,5,-7.693,1,0.0788,0.0558,6.82e-06,0.109,0.622,124.303,196116,4,23.32175,11,1,90s,25811
Sorry Not Sorry,Demi Lovato,spotify:track:7gvd8xj4QgPqbQSsn5pV7d,0.705,0.64,11,-6.928,0,0.225,0.0237,0.0,0.262,0.887,144.077,203760,4,48.2161,11,1,10s,37274
Prisoner Of Your Love,Player,spotify:track:5SWCtbyzHsp4inwainuEen,0.577,0.499,9,-11.421,0,0.0352,0.097,6.43e-05,0.0698,0.657,105.155,385843,4,31.54275,17,1,70s,13012
I Luv It,Young Jeezy,spotify:track:7qFxSPDUDMQNGBqTvK4aEj,0.642,0.765,9,-6.626,1,0.0382,0.000975,0.0,0.387,0.19,91.015,240613,4,112.91699,9,1,00s,33828
Plutus,Francy Boland,spotify:track:22fIlxETNiz4Ar3g4hsAl1,0.341,0.117,0,-11.326,1,0.0392,0.974,0.976,0.125,0.0,74.452,15168,3,0.0,0,0,60s,6246
Moonlight On Water,Laura Branigan,spotify:track:21J5SyEJkfFG3dvuNXra2n,0.711,0.937,6,-3.235,1,0.0536,0.236,0.0481,0.51,0.931,126.067,279346,4,33.29581,12,1,90s,24102
Resta Esperar,Leno e Lilian,spotify:track:3YcY3ZXsnKdwAMg47Y5C4P,0.831,0.641,7,-7.724,1,0.036,0.472,0.000102,0.0513,0.875,124.982,136348,4,55.81268,6,0,60s,4691
Punk Inn'it,Conflict,spotify:track:6wVH4jw93aLiM7NV8QcpQV,0.373,0.987,11,-6.552,0,0.11,0.00642,3.57e-06,0.36,0.172,122.723,82853,4,23.2136,6,0,80s,23189
I Do Love You,GQ,spotify:track:0wsEe82K6HPlPAyN9iP5ug,0.633,0.58,7,-10.974,1,0.0415,0.323,0.00504,0.969,0.48,92.199,330800,4,24.06203,17,1,70s,14434
Secret Garden,Bruce Springsteen,spotify:track:68uuz61IqrSJjO6ffO3yHc,0.52,0.329,0,-14.224,1,0.0266,0.576,0.0418,0.12,0.118,86.857,266613,4,23.01685,9,1,90s,27016
Black Mass,Destruction,spotify:track:0UKxPU1DhBA915moNiqWAU,0.397,0.992,7,-3.149,1,0.202,8.14e-06,0.645,0.312,0.373,178.995,239813,4,35.54233,15,0,10s,40168
Music To Watch Girls By / Sunrise Sunset,Peter Thomas,spotify:track:7t6u4dUvc8vnfwHZdXgkT7,0.44,0.438,7,-8.655,0,0.0329,0.28,0.91,0.388,0.615,130.331,155747,4,66.28918,7,0,60s,3926
"Chromatic Fantasy & Fugue, BWV 903",Johann Sebastian Bach,spotify:track:5hllClI7PRxS9BUmnfU9se,0.18,0.135,9,-21.792,1,0.045,0.956,0.409,0.142,0.13,84.072,388813,1,23.38844,19,0,10s,40276
Where Did All The Good Times Go,Dennis Yost And The Classics IV,spotify:track:47KLv2WEQtGkshxwwxtKoU,0.51,0.425,10,-8.798,1,0.0248,0.437,0.000189,0.0611,0.814,88.999,157893,4,34.49207,7,1,70s,11992
I Cry,Ja Rule Featuring Lil' Mo,spotify:track:1CP0DS790dxOfCXXp7WHDP,0.634,0.551,10,-5.698,1,0.208,0.265,0.0,0.204,0.343,72.202,317733,4,41.28142,9,1,00s,31222
Shmufty,Heyoka,spotify:track:6ZddVgRQp2WMnS8reZ76GF,0.78,0.618,10,-6.17,0,0.0559,0.00981,0.189,0.239,0.962,100.005,283200,4,28.21566,13,0,10s,34988
Since I Don't Have You,Guns N' Roses,spotify:track:5sVf9kN90ScddiT3SdT9Qh,0.466,0.632,6,-6.94,1,0.0326,0.465,0.000256,0.135,0.246,68.893,259907,4,76.06692,8,1,90s,27112
Flash,Enrico Pieranunzi,spotify:track:4XYSgJg06EqTpA6qxSBFwu,0.353,0.331,10,-14.776,1,0.0382,0.992,0.872,0.244,0.479,75.668,264258,3,87.67341,9,0,70s,11420
Laser (space ship attack),Deuter,spotify:track:4oFg1cXPNwg6sAUXIkV961,0.244,0.79,0,-18.388,1,0.0468,0.965,0.882,0.383,0.0149,82.003,41907,4,0.0,2,0,70s,16086
Smashing the Traitors,Lugubre,spotify:track:1nokuRjMsVym3hIjX48Z7v,0.1,0.992,7,-3.379,1,0.165,1.42e-06,0.941,0.139,0.0334,160.369,333467,4,46.33427,17,0,00s,31140
Titanium,David Guetta Featuring Sia,spotify:track:77TT8Xvx637TpzV8kKGkUw,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4,47.72419,12,1,10s,37673
Liar,Camila Cabello,spotify:track:7LzouaWGFCy4tkXDOOnEyM,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4,29.50855,10,1,10s,40480
Keep Your Hands To Yourself,The Georgia Satellites,spotify:track:5tORtBzHUAnNrIw5Ql3kHZ,0.57,0.882,2,-6.044,1,0.0524,0.00259,0.000178,0.0875,0.844,114.88,208469,4,34.03322,11,1,80s,22702
Third Rate Romance,Amazing Rhythm Aces,spotify:track:1oRvLqwJowH9JU0uO1iVzA,0.825,0.532,9,-10.169,1,0.0341,0.714,0.000312,0.195,0.778,116.207,201827,4,61.32897,6,1,70s,11734
Don't You Want Me,The Human League,spotify:track:3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,236920,4,23.2182,11,1,80s,19352
"My, Oh My",The Wreckers,spotify:track:0fGIhWOJecR9u9Bo9UOTKC,0.508,0.843,0,-4.433,1,0.0349,0.211,4.16e-05,0.254,0.766,176.043,210187,4,66.29341,6,1,00s,30695
You Were Mine,Dixie Chicks,spotify:track:2qdVHdkLxKntNjPh3Ssz7s,0.542,0.346,9,-6.598,1,0.0296,0.342,0.0,0.283,0.173,139.856,217807,4,44.33329,9,1,90s,28166
When The Boy In Your Arms (Is The Boy In Your Heart),Connie Francis,spotify:track:5edxDQC7eBbaz0hqkV8Y88,0.284,0.188,6,-10.039,1,0.0319,0.97,1.66e-05,0.111,0.159,77.79,164013,3,34.39082,9,1,60s,5560
"""Jerry"" To The Rescue",Pino Donaggio,spotify:track:2TpEGnzSyxjUDwxtYMrf8C,0.215,0.242,0,-15.141,0,0.0398,0.584,0.936,0.146,0.0613,116.234,143520,4,25.60898,9,0,70s,15190
Rancho da Rosa Encarnada,Gilberto Gil,spotify:track:6NnIgkl8WffgfJJ3AqWfe7,0.551,0.138,8,-13.867,0,0.0914,0.994,0.258,0.123,0.609,94.329,106640,3,32.78466,7,0,60s,8510
She's Not Just A Pretty Face,Shania Twain,spotify:track:5xh0pLWWOuHiHsqvIX8JpH,0.565,0.878,9,-4.388,1,0.0385,0.0431,0.0,0.365,0.451,98.985,229027,4,54.63931,8,1,00s,29714
Feelin' Good,J.B. Lenoir,spotify:track:5T8ZVDzQhYK3mjRonBHaW4,0.843,0.285,9,-11.654,1,0.0418,0.561,0.00319,0.0901,0.665,115.246,181227,4,42.16044,11,0,70s,10708
There Will Come A Day (I'm Gonna Happen To You),Smokey Robinson,spotify:track:73rHeY2aUG59do11q7lN76,0.3,0.411,1,-11.498,1,0.0342,0.766,0.0,0.329,0.629,199.684,177880,3,30.13826,11,1,70s,9278
Journey From The Death Of A Friend,Terry Riley,spotify:track:1riIi7QHl0ALuLGGItsExf,0.192,0.282,2,-16.063,0,0.0366,0.956,0.96,0.109,0.141,94.277,1108053,1,98.94223,38,0,00s,33903
What'd I Say,Rare Earth,spotify:track:6NueomRi3FHG7BBFwzZ9Cc,0.456,0.893,9,-9.83,1,0.105,0.35,0.00528,0.2,0.755,183.29,435213,4,24.9732,20,1,70s,14571
Dead Giveaway,Shalamar,spotify:track:0iR5u87eNaxH9VQXQLQ7Db,0.651,0.866,0,-9.069,1,0.0317,0.0517,5.95e-05,0.121,0.962,149.258,303680,4,38.25151,19,1,80s,20910
All Night Long,Bukka White,spotify:track:4Y3xiP5S44P5Bublg1YSLX,0.68,0.314,9,-12.55,1,0.221,0.94,0.528,0.189,0.729,125.73,121080,4,34.49418,6,0,70s,11663
Trampin',Traditional,spotify:track:7843yfEFGh2yQfMUlzNBV2,0.299,0.0319,8,-27.814,1,0.0437,0.987,0.0072,0.0808,0.287,88.363,194360,4,32.57917,9,0,60s,562
Power,Kansas,spotify:track:0a0AgpXGzXsIRztBZHyw0j,0.477,0.556,9,-12.066,1,0.0368,0.0323,2.61e-06,0.149,0.486,200.371,266400,4,34.76613,11,1,80s,18885
New Rules,Dua Lipa,spotify:track:2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,25.18913,10,1,10s,35866
Planez,Jeremih Featuring J. Cole,spotify:track:08zJpaUQVi9FrKv2e32Bah,0.688,0.556,6,-7.738,1,0.264,0.7,1.87e-06,0.108,0.416,129.336,240320,4,67.5797,12,1,10s,35474
מחרוזת: הרחק ביער,Zohar Argov,spotify:track:5Tk5F8Tvwlf2uEwbe9BdMi,0.45,0.465,2,-16.745,0,0.0402,0.291,0.000267,0.234,0.661,102.604,439893,4,43.18676,18,0,80s,17717
I Look To You,Whitney Houston,spotify:track:1rAESNsSXvXpJh9hCjgHVX,0.55,0.373,4,-6.31,1,0.0286,0.717,0.0,0.096,0.101,101.84,265613,4,73.7704,11,1,00s,29006
The Goonies `R' Good Enough,Cyndi Lauper,spotify:track:1hY60LJWE6B9gHV1Oi9kE5,0.71,0.807,1,-8.97,0,0.0378,0.25,1.88e-05,0.0744,0.946,139.551,218440,4,32.4923,9,1,80s,21374
Aaj Mausam Bada Be-Iman Hai,Mohammed Rafi,spotify:track:3ptSDu7LuyCGaXaD38MEfP,0.336,0.449,0,-13.267,1,0.0367,0.9,7e-05,0.109,0.547,139.13,379867,4,46.31308,16,0,00s,29009
Drift Away,Uncle Kracker Featuring Dobie Gray,spotify:track:0RFgvrhkf9FiDRLA0BhzpZ,0.583,0.66,11,-5.078,1,0.0377,0.181,0.0,0.0979,0.861,151.956,255560,4,35.94446,11,1,00s,32964
The Perfectionist,Saga,spotify:track:5FyThAVCzo5xMwq05FaZgD,0.501,0.661,9,-8.87,1,0.0281,0.027,0.0832,0.107,0.233,101.012,343627,4,24.14417,16,0,70s,14396
Fancy Dancer,Commodores,spotify:track:4L6qiLkQUwDBsKLHRAc5tY,0.768,0.759,8,-6.5,1,0.0889,0.244,0.0,0.113,0.894,100.031,263160,4,47.53151,12,1,70s,10200
5 Elements (version for flute and orchestra): I. Metal,Zhou Long,spotify:track:3Df4H29WcbYU99ko5gWHwd,0.105,0.0167,7,-37.59,1,0.0519,0.822,0.028,0.343,0.0382,63.66,393587,3,32.00933,19,0,10s,39131
Pagliacci (Sung in German): Act II Scene 2: Di fare il segno,Ruggero Leoncavallo,spotify:track:2sprX1hBI5xXfUrdHSsebs,0.31,0.209,0,-16.208,1,0.0556,0.947,6.8e-06,0.202,0.184,166.83,245800,3,33.03002,10,0,60s,8517
Sunshine,Pholhas,spotify:track:6BfLbUJLmRH4qMWvAPXNMO,0.372,0.681,2,-11.645,0,0.0417,0.0155,7.98e-06,0.302,0.524,121.25,259427,4,46.46892,13,0,70s,10530
Triumph of Metal,Countess,spotify:track:6igssofczcuhoOHmYWkt8R,0.233,0.498,5,-11.579,1,0.0528,0.661,0.456,0.408,0.189,133.842,440040,4,47.92877,22,0,00s,33349
Amore mio aiutami - Version 6,Piero Piccioni,spotify:track:17IoJ4OxBO1Ddlub4hrOkk,0.284,0.081,5,-22.396,1,0.0344,0.914,0.467,0.122,0.342,91.975,181080,4,34.10252,10,0,60s,516
Don't Let Me Get Me,P!nk,spotify:track:1BfRdnfPYrni7zj4ANodBX,0.621,0.849,3,-4.754,1,0.0771,0.00234,0.0,0.0621,0.62,98.523,210693,4,54.29087,6,1,00s,29312
My Sweet Fracture,Saves The Day,spotify:track:18WaFfdur1fnT7HORnS8nm,0.407,0.648,9,-5.078,1,0.0468,0.00899,0.0,0.343,0.586,143.061,232320,4,30.87459,10,0,90s,23859
The Legend Of The Golden Arches,Frank Zappa,spotify:track:03bTjEhFNn7AdQj6xhNEqB,0.467,0.368,4,-13.714,0,0.0362,0.704,3.2e-05,0.175,0.416,105.104,207880,4,31.75342,9,0,60s,5743
We Dem Boyz,Wiz Khalifa,spotify:track:1ULa3GfdMKs0MfRpm6xVlu,0.717,0.862,8,-4.736,1,0.054,0.00689,0.0,0.321,0.52,130.021,224933,4,45.05436,12,1,10s,34840
Prayed For You,Matt Stell,spotify:track:4j6GMcVcqZf1r0GDqMtYp6,0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64e-06,0.113,0.57,140.032,210373,4,20.74027,10,1,10s,38219
I Will Be Here,Steven Curtis Chapman,spotify:track:7w0CEIlW8kcomXPgxQ55Hj,0.476,0.186,3,-15.576,1,0.0277,0.749,2.53e-05,0.285,0.248,101.356,268533,3,51.95344,13,0,80s,17485
Appalachian Spring: III. Moderato,Aaron Copland,spotify:track:76mNq1Fz3Kt3nVo9DWn9bc,0.0766,0.0289,6,-24.189,1,0.0442,0.977,0.91,0.184,0.0346,177.179,231640,4,32.21435,10,0,60s,3194
Snowblind,System Of A Down,spotify:track:0x2hXhnzVAKyOw7hcPlr3m,0.396,0.844,8,-7.435,1,0.0814,0.00588,0.525,0.259,0.581,148.49,280293,4,51.06732,11,0,60s,5403
Walking,Mary Mary,spotify:track:05kpDKj3MNFtZOlKkfurGG,0.759,0.546,6,-6.071,0,0.115,0.13,0.000194,0.192,0.584,100.085,200187,4,48.9874,7,1,10s,40052
I Want You,Shana,spotify:track:0sdtAStTSLikyTg9PTTyys,0.741,0.81,5,-10.751,1,0.0524,0.241,0.18,0.0921,0.827,119.629,305773,4,33.34488,12,1,80s,16983
Giungla Road,Sandro Brugnolini,spotify:track:7J1IDc6hsTnniV1p8MZHeR,0.473,0.443,10,-13.36,0,0.0288,0.354,1.33e-06,0.31,0.742,96.324,85729,4,41.2114,5,0,70s,13024
"We Praise Thee ~ Znamenny Chant, arr. Kovalevsky",Archangel Voices,spotify:track:3lIS92FZ3QDLJ81hRwL7WB,0.145,0.0103,7,-38.999,0,0.0363,0.987,0.97,0.105,0.0382,140.031,107000,3,29.85804,7,0,00s,30689
Drink To That All Night,Jerrod Niemann,spotify:track:3M31S6f0z8S3nkFh3eS06W,0.639,0.846,9,-6.184,0,0.0439,0.0325,0.0,0.116,0.475,115.965,224813,4,37.9814,7,1,10s,38438
Sex Therapy,Robin Thicke,spotify:track:6MmxDAqXSxFS9dLQs1l7DT,0.702,0.53,3,-4.384,1,0.0296,0.679,0.0,0.241,0.319,112.036,275147,4,16.78126,14,1,10s,35976
Banana Boat (Day-O) - Remastered,Harry Belafonte,spotify:track:6FH2WiSVFv5qglEg1O8xNn,0.639,0.0996,0,-16.144,1,0.0992,0.949,0.00273,0.105,0.359,121.289,184693,4,29.16779,6,0,00s,29408
Deusa do Asfalto,Nelson Gonçalves,spotify:track:1cJ3AZxB3Wwu65mh4dWUE7,0.621,0.257,11,-12.525,0,0.0268,0.873,0.00104,0.0951,0.499,94.706,189373,4,18.75971,9,0,60s,4181
Defying Gravity,Glee Cast,spotify:track:0GtFgR54C5c6JMR998K6NT,0.385,0.545,1,-6.0,1,0.0318,0.476,0.0,0.112,0.546,152.525,141667,4,31.23938,6,1,00s,33638
Video Killed The Radio Star,The Buggles,spotify:track:6t1FIJlZWTQfIZhsGjaulM,0.675,0.61,1,-13.811,1,0.085,0.0852,0.0188,0.159,0.344,131.037,253800,4,50.65732,13,1,70s,9271
Monday Loop,Tomppabeats,spotify:track:5qC17VMNoZdF2gAw28FtsV,0.742,0.384,10,-8.533,1,0.043,0.872,0.00305,0.132,0.354,69.006,91505,3,9.75479,3,0,10s,38806
Clarinet Marmalade,Dutch Swing College Band,spotify:track:2UlFtykVQ9MF2o0WRoFXGX,0.638,0.434,0,-11.328,1,0.0494,0.551,0.304,0.0389,0.804,123.205,248000,4,43.89998,11,0,90s,26731
Woe-Is-Uh-Me-Bop,Captain Beefheart & His Magic Band,spotify:track:1ASULQdeGzB7COBU2yje1f,0.712,0.499,6,-12.242,1,0.123,0.761,0.0664,0.116,0.793,125.785,124373,4,61.51942,5,0,70s,13912
Addicted,Saving Abel,spotify:track:3pxCXv0NACYfYnLjFcQW5D,0.512,0.865,7,-4.146,1,0.0338,0.000821,0.0,0.0982,0.529,138.017,222827,4,71.29522,7,1,00s,34653
Meditation (Meditacao),Charlie Byrd,spotify:track:7dQi1LFyZlwgT41v4ZXnwb,0.65,0.458,9,-13.859,1,0.052,0.946,0.948,0.698,0.669,90.759,237867,4,20.13674,12,1,60s,6486
The Blues Overtook Me,Charlie Musselwhite,spotify:track:6JewT4bph3ljtxu1srOaCl,0.409,0.825,7,-5.756,1,0.106,0.136,0.00414,0.205,0.742,146.516,282707,4,50.50836,14,0,90s,25421
Deep Inside Of You,Third Eye Blind,spotify:track:06iQLLK93Dlv7RcvzmZo2g,0.502,0.591,7,-4.522,1,0.0242,0.00585,1.9e-05,0.0725,0.169,81.782,250533,4,25.18826,11,1,00s,30373
Lost,Faith Hill,spotify:track:7fN2R6wBvpnLh2Kzt5qZVH,0.515,0.592,5,-5.661,0,0.0302,0.403,0.0,0.111,0.336,145.897,250267,4,37.01427,11,1,00s,33199
Poursuite en Bretagne,Jean Prodromidès,spotify:track:4gEAgxcW8IlcioebNkaZZu,0.471,0.518,9,-14.201,0,0.0405,0.485,0.436,0.106,0.798,88.875,195893,4,26.30441,13,0,60s,5311
I Don't Want Nobody Else (To Dance With You),Narada Michael Walden,spotify:track:5m1yvpav4CeHUAt5qb1u2A,0.777,0.697,1,-12.895,0,0.0482,0.014,0.106,0.0642,0.889,126.195,260600,4,60.5815,11,1,70s,9597
Far Away,Tyga Featuring Chris Richardson,spotify:track:6Kbu55LHFZHjF2nRXVWOrd,0.643,0.712,3,-6.244,1,0.0476,0.311,0.0,0.151,0.534,92.037,206520,4,34.72719,8,1,10s,39548
Ave-Maria - Remastered 2006,Caetano Veloso,spotify:track:4t6uKU2glw8UQ1PnFwcqVB,0.47,0.307,7,-12.162,1,0.0369,0.732,0.000157,0.5,0.565,141.848,139213,4,42.33055,6,0,60s,1280
Pour It Up,Rihanna,spotify:track:76VtA90NKurNqaQpV126Ue,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002,161200,4,46.81228,8,1,10s,40236
The Way I Feel About You,Karyn White,spotify:track:5LLRxnEQAbnQNzLK0mAC2R,0.673,0.888,1,-7.056,1,0.0364,0.261,0.000134,0.234,0.801,110.772,275467,4,51.84416,13,1,90s,25436
White Liar,Miranda Lambert,spotify:track:08NPIspzvBNj88lHalgA4V,0.35,0.777,10,-4.33,1,0.0336,0.0499,0.000742,0.413,0.419,185.04,287760,4,32.37916,11,1,00s,34479
Something's Always Wrong,Toad The Wet Sprocket,spotify:track:1W02KkFerpTBP29RKIt2c4,0.537,0.86,3,-7.042,0,0.0339,0.0627,0.000856,0.0929,0.552,134.609,296933,4,83.57942,8,1,90s,27355
Wigwam,Bob Dylan,spotify:track:00cs7mlkTcIIoWnm8G0U0l,0.407,0.47,0,-8.64,1,0.037,0.755,0.0216,0.0976,0.227,138.471,188253,4,40.03619,10,1,70s,10249
Shalom,Jarcha,spotify:track:0prAJP4vsKf9tixxPT1QgE,0.252,0.423,0,-15.029,0,0.108,0.88,0.00141,0.143,0.207,177.223,248507,4,26.34382,14,0,70s,11526
Quemame Los Ojos,La Sonora Matancera,spotify:track:4gyWgWA3Y0U6YE7rR8tfv9,0.558,0.337,10,-13.151,1,0.0666,0.299,7.11e-05,0.369,0.599,114.187,164000,4,58.21622,6,0,60s,6278
I Take What I Want,James & Bobby Purify,spotify:track:3WWznQqOGeE8WVvr0s8zBc,0.604,0.749,8,-8.451,1,0.0824,0.427,0.0,0.339,0.774,102.265,133067,4,69.83341,6,1,60s,2713
Clap Back,Ja Rule,spotify:track:1FK0sZfZzCAIDUn7htCemp,0.64,0.786,1,-5.596,0,0.35,0.0415,1.19e-05,0.0527,0.699,96.675,296467,4,25.91374,17,1,00s,33720
Sufferation - Remastered,Yabby You,spotify:track:0VG2641TVAqKUNZBIjcuoO,0.82,0.387,0,-14.444,1,0.0523,0.0221,9.27e-05,0.138,0.51,128.517,231068,4,35.80895,9,0,70s,14275
Tell Me,Groove Theory,spotify:track:2lp8xjq0WTm3HZKHuDEweg,0.8,0.361,6,-10.849,0,0.0635,0.0355,3.75e-06,0.0668,0.887,93.059,236067,4,29.79448,8,1,90s,27144
Serene,Eric Dolphy,spotify:track:56HsIwaXOVJ1T9XFLPG8yy,0.529,0.34,8,-10.464,1,0.0995,0.621,0.805,0.168,0.278,75.166,418333,4,27.88654,17,0,60s,8386
Tell Me That I'm Wrong,"Blood, Sweat & Tears",spotify:track:5CHRBQcPsSmPRAqfMy4pAL,0.522,0.799,5,-9.656,1,0.116,0.0437,2.75e-06,0.375,0.444,129.376,148147,4,26.34277,8,1,70s,12708
Another Valley,Max Roach,spotify:track:4OLywSlkQFTG8S0G0VGpVh,0.344,0.628,4,-12.85,0,0.0582,0.371,0.0218,0.0967,0.532,121.668,526693,4,17.88564,24,0,60s,2789
"Cock In My Pocket - (Georgia Peaches) [Live at Richards, Atlanta, GA, October 1973]",The Stooges,spotify:track:5WF35Kli6xKhCpxt0tUgHp,0.282,0.818,2,-7.452,1,0.0535,0.196,0.71,0.855,0.856,82.75,233533,4,23.88277,7,0,70s,13971
All This and Heaven Too,Raymond Scott,spotify:track:4i19rtbn52WtEHBkIZEBeP,0.423,0.172,5,-17.659,1,0.0483,0.99,0.683,0.598,0.491,93.275,207323,4,93.47899,8,0,80s,22905
Wild In The Streets,British Lions,spotify:track:5RCCLWMF23BMcpUdewDVPp,0.486,0.796,9,-8.14,1,0.0965,0.00614,0.00264,0.0619,0.636,130.578,180973,4,31.70097,6,1,70s,9912
Japanese Squeeze,Sashamon,spotify:track:5geAnlK4PDjZQydQwNPKEl,0.88,0.577,7,-7.015,1,0.0495,0.106,0.048,0.0691,0.786,133.016,244000,4,26.69924,11,0,00s,31213
On & On,Erykah Badu,spotify:track:0tNuJpBgtE65diL6Q8Q7fI,0.762,0.403,11,-10.423,0,0.158,0.0396,0.0113,0.256,0.346,80.476,226133,4,28.79356,9,1,90s,27864
Changsha Dock,Jerry Goldsmith,spotify:track:3c5Gs90XkMeDq0yU3SkCmB,0.251,0.0122,9,-29.516,0,0.038,0.755,0.302,0.358,0.0382,32.435,115199,4,20.22819,3,0,60s,3466
Not my tempo,Dj Mad Dog,spotify:track:2lHOqFzYNIk3AjrOlDgXSX,0.456,0.947,2,-3.15,1,0.192,0.0259,0.0535,0.0908,0.0643,174.076,256788,4,44.68472,14,0,10s,35236
Friend Of Mine,Bill Withers,spotify:track:1Mnc4e18oDcELB8NkoMWbq,0.608,0.708,4,-10.19,0,0.0572,0.531,0.000104,0.609,0.492,109.147,268133,4,17.90655,13,1,70s,12551
Thirsteater,Synapscape,spotify:track:7vOeVNpEVWBJox9U4lPUOu,0.546,0.968,1,-6.793,1,0.172,2.08e-05,0.852,0.395,0.124,138.918,256720,4,31.39607,8,0,00s,32455
Give It Up Or Turnit A Loose,James Brown,spotify:track:5TQcUuSZ9VUXCxGdVj7VxO,0.703,0.88,11,-7.133,0,0.0608,0.00964,0.456,0.111,0.743,114.763,369960,4,93.84427,10,1,60s,237
Stewball,Mike Seeger,spotify:track:3Cn2HPrUDqIncD68WImchI,0.64,0.383,0,-13.177,0,0.0429,0.801,0.0,0.111,0.791,127.247,213040,4,21.6177,10,0,90s,24059
Witch Dub (Bonus Track),La Femme,spotify:track:1t45TQdmlCPB3E7c7hlaFa,0.438,0.319,4,-13.653,0,0.0381,0.913,0.922,0.101,0.0366,120.012,229267,4,57.99674,10,0,10s,39831
"Money, Power & Respect",The Lox [Featuring DMX & Lil' Kim],spotify:track:3MbBa8FMMgp9D39s7Cozl9,0.706,0.747,9,-3.901,0,0.286,0.00533,0.0,0.204,0.505,95.547,270493,4,27.92009,12,1,90s,24975
Love Will Find A Way,Jackie DeShannon,spotify:track:4QU9f1lOmTHwIyH0YbbX67,0.653,0.376,0,-14.969,1,0.0357,0.818,0.336,0.122,0.855,114.273,159867,4,39.27973,8,1,60s,754
Le Réveil Du Soleil / The Dawn,Eloy,spotify:track:4qY71jv6vj0GSRKNM8qIii,0.194,0.583,2,-10.044,1,0.0372,0.0147,0.812,0.12,0.129,178.997,408400,4,31.65528,21,0,70s,9938
"Take Me Home, Country Roads (Metal Version)",Leo,spotify:track:05o3m7EJ80nGrSoQHg0zbA,0.599,0.885,2,-4.883,1,0.0373,0.00479,0.00145,0.112,0.42,94.985,246055,4,27.93371,11,0,10s,39110
Army of the Night,Powerwolf,spotify:track:5f1x0u2s0qrAk6IlqRKdHc,0.422,0.969,1,-3.56,0,0.0556,0.00054,0.0,0.281,0.577,171.99,201387,4,23.18011,9,0,10s,35188
Ride,Joe Satriani,spotify:track:6dNbgxNQVwW314zW2iCU4J,0.569,0.868,9,-5.13,1,0.0266,0.00052,0.00257,0.0586,0.513,107.974,296760,4,45.7479,11,0,80s,22043
She Don't Tell Me To,Montgomery Gentry,spotify:track:4SO0nnqRKg2sNfvEaEBs4w,0.459,0.703,5,-5.294,1,0.0338,0.0606,0.0,0.0889,0.39,159.856,187213,4,24.58182,12,1,00s,33148
"El Tiempo, el Implacable, el Que Paso (with Luis Eduardo Aute)",Pablo Milanés,spotify:track:7DnP0lvvoFCMdWigNm3WFX,0.252,0.149,7,-16.617,1,0.0329,0.911,0.00185,0.143,0.235,91.195,171707,4,27.6893,9,0,80s,19754
Magic Carpet Ride,The Mighty Dub Katz,spotify:track:4bVqQy9NOtwLjHIWlK7rW5,0.852,0.937,6,-5.961,0,0.0465,0.00437,0.923,0.122,0.847,128.693,487947,4,31.82037,17,1,90s,24078
"Zigeunerweisen, Op.20",Pablo de Sarasate,spotify:track:4NZZRwtcwDhWq4HqXiVkIA,0.224,0.0731,7,-25.385,0,0.051,0.609,0.3,0.0799,0.0536,80.566,547667,4,68.38846,26,0,90s,28172
In A Landscape,John Cage,spotify:track:3OzNi0pIuKw2TislAAD83I,0.208,0.00643,2,-44.347,0,0.0433,0.992,0.935,0.0849,0.476,66.291,768173,4,81.05146,27,0,00s,30919
Onde o Sol Se Perfuma,Almir Guineto,spotify:track:6UUSgKwFeZjMJ6908c2tGH,0.516,0.815,0,-5.547,0,0.0626,0.486,0.0,0.0454,0.741,92.904,217333,4,46.97001,9,0,80s,22958
